step,train_loss,val_loss,elapsed_sec
11100,1.118844,1.228454,1031.26
11200,1.124842,1.248240,1040.72
11300,1.116338,1.225179,1050.29
11400,1.118714,1.234981,1059.90
11500,1.124315,1.246258,1069.09
11600,1.121910,1.234264,1078.09
11700,1.121109,1.232433,1087.20
11800,1.119871,1.224500,1096.46
11900,1.113921,1.237207,1105.85
12000,1.110898,1.216227,1115.27
12100,1.113952,1.234990,1124.52
12200,1.104860,1.230688,1133.45
12300,1.116121,1.225021,1142.54
12400,1.113902,1.219308,1151.74
12500,1.108396,1.224188,1161.15
12600,1.097746,1.215247,1170.64
12700,1.112025,1.227947,1180.24
12800,1.104395,1.216379,1189.90
12900,1.104580,1.238235,1199.06
13000,1.107193,1.227737,1208.01
13100,1.111452,1.226426,1217.08
13200,1.102516,1.213612,1226.35
13300,1.094503,1.222825,1235.73
13400,1.104741,1.227392,1245.15
13500,1.105966,1.222296,1254.49
13600,1.095764,1.223110,1263.47
13700,1.107633,1.224485,1272.55
13800,1.097191,1.236133,1281.79
13900,1.102062,1.214107,1291.16
14000,1.094978,1.213530,1300.65
14100,1.102817,1.228014,1310.22
14200,1.095292,1.208853,1319.85
14300,1.098963,1.213546,1329.07
14400,1.101244,1.219510,1338.06
14500,1.110099,1.209381,1347.17
14600,1.101656,1.210097,1356.41
14700,1.100329,1.212505,1365.79
14800,1.095654,1.218773,1375.26
14900,1.093652,1.210721,1384.61
15000,1.099334,1.227266,1393.54
15100,1.092261,1.211818,1402.62
15200,1.089939,1.212496,1411.85
15300,1.086443,1.208007,1421.26
15400,1.099076,1.219129,1430.77
15500,1.095118,1.220683,1440.35
15600,1.088734,1.217567,1450.00
15700,1.079925,1.212572,1459.42
15800,1.084371,1.215697,1468.65
15900,1.093031,1.208449,1477.74
16000,1.088799,1.218095,1486.90
16100,1.086396,1.204539,1496.19
16200,1.086945,1.197529,1505.61
16300,1.092209,1.206332,1515.09
16400,1.087964,1.212543,1524.48
16500,1.082167,1.195891,1533.44
16600,1.083394,1.196167,1542.53
16700,1.078769,1.203449,1551.80
16800,1.078888,1.200909,1561.24
16900,1.084396,1.199209,1570.69
17000,1.079032,1.198268,1580.37
17100,1.084377,1.199719,1590.05
17200,1.079760,1.198643,1599.70
17300,1.072684,1.199936,1608.82
17400,1.074540,1.199882,1617.91
17500,1.069141,1.203487,1627.02
17600,1.071464,1.206040,1636.30
17700,1.073065,1.201069,1645.80
17800,1.070980,1.196258,1655.49
17900,1.066563,1.195207,1665.05
18000,1.066976,1.188995,1674.65
18100,1.068713,1.201030,1684.05
18200,1.067165,1.192859,1693.07
18300,1.070961,1.189648,1702.24
18400,1.081226,1.188678,1711.58
18500,1.070703,1.205628,1721.03
18600,1.063577,1.191769,1730.58
18700,1.066537,1.210044,1740.19
18800,1.060805,1.196330,1749.90
18900,1.064738,1.192601,1759.51
19000,1.060145,1.184517,1768.74
19100,1.066417,1.180194,1777.84
19200,1.058628,1.189660,1786.99
19300,1.064239,1.186540,1796.29
19400,1.063720,1.187815,1805.72
19500,1.060024,1.190662,1815.29
19600,1.056271,1.195817,1825.00
19700,1.063969,1.194313,1834.58
19800,1.061946,1.190754,1843.68
19900,1.064619,1.185817,1852.77
19999,1.051617,1.178658,1861.93
