step,train_loss,val_loss,elapsed_sec
0,7.120116,7.112549,3.65
100,5.537717,5.609404,38.18
200,4.403674,4.564309,72.24
300,4.150784,4.349013,106.53
400,3.979026,4.258182,141.12
500,3.815760,4.114461,175.47
600,3.554906,3.892057,209.68
700,3.345662,3.746864,244.29
800,3.215638,3.627191,278.92
900,3.045929,3.549266,313.44
1000,2.955309,3.483440,347.64
1100,2.853008,3.477919,382.10
1200,2.753422,3.438869,416.52
1300,2.668238,3.410929,451.08
1400,2.564667,3.398441,485.37
1500,2.477229,3.419427,519.64
1600,2.394100,3.419862,554.11
1700,2.292081,3.387335,588.61
1800,2.198126,3.445176,622.85
1900,2.159367,3.474728,657.01
2000,2.042291,3.515023,691.26
2100,1.952294,3.519377,725.51
2200,1.857183,3.544330,759.87
2300,1.783638,3.585050,794.27
2400,1.688240,3.581985,828.99
2500,1.602602,3.693191,863.57
2600,1.509960,3.713715,897.62
2700,1.423037,3.757192,932.05
2800,1.346628,3.807150,966.45
2900,1.264933,3.836182,1000.71
3000,1.179980,3.866952,1035.25
3100,1.100331,3.935616,1069.81
3200,1.017054,3.966324,1104.67
3300,0.943422,4.061084,1139.21
3400,0.894441,4.077009,1173.74
3500,0.801261,4.193925,1208.41
3600,0.761593,4.213338,1242.89
3700,0.692781,4.322241,1277.21
3800,0.636299,4.409471,1311.57
3900,0.598512,4.404944,1346.06
4000,0.562687,4.484534,1380.39
4100,0.510069,4.507280,1414.84
4200,0.475228,4.558278,1449.30
4300,0.441505,4.614024,1483.80
4400,0.409613,4.643300,1518.60
4500,0.387436,4.719253,1553.42
4600,0.361662,4.751600,1588.16
4700,0.334333,4.846871,1622.63
4800,0.332037,4.900907,1657.01
4900,0.308294,4.948299,1691.29
5000,0.288299,4.996435,1725.60
5100,0.266318,5.014104,1760.01
5200,0.256996,5.056056,1794.51
5300,0.244339,5.078117,1829.09
5400,0.233307,5.141008,1863.68
5500,0.228963,5.234841,1898.55
5600,0.214809,5.206744,1933.10
5700,0.201893,5.277466,1967.41
5800,0.197868,5.338912,2001.75
5900,0.196247,5.295785,2036.05
6000,0.187987,5.442866,2070.38
6100,0.187247,5.484130,2104.85
6200,0.173642,5.484589,2139.41
6300,0.176348,5.551894,2173.93
6400,0.169490,5.491414,2208.58
6500,0.159968,5.511510,2243.29
6600,0.160984,5.620908,2277.74
6700,0.159415,5.583131,2312.11
6800,0.155643,5.619646,2346.43
6900,0.152156,5.681188,2380.95
7000,0.151697,5.740644,2415.37
7100,0.149501,5.730514,2449.77
7200,0.149324,5.831281,2484.22
7300,0.141102,5.761452,2518.88
7400,0.142519,5.740852,2553.33
7500,0.140423,5.843612,2588.16
7600,0.134716,5.836474,2622.86
7700,0.134192,5.895779,2657.51
7800,0.137717,5.866882,2692.16
7900,0.133563,5.932008,2726.38
8000,0.132312,5.955558,2760.83
8100,0.132138,5.939916,2795.23
8200,0.124534,5.973390,2829.74
8300,0.127199,5.982944,2864.24
8400,0.126330,5.933610,2898.69
8500,0.128849,6.077452,2933.27
8600,0.123147,6.063836,2967.99
8700,0.123703,6.135968,3002.63
8800,0.120587,6.070765,3037.01
8900,0.122537,6.162015,3071.38
9000,0.117681,6.104919,3105.67
9100,0.119043,6.154450,3140.30
9200,0.116128,6.200638,3174.94
9300,0.115197,6.153034,3209.45
9400,0.115317,6.167000,3243.81
9500,0.115501,6.247125,3278.39
9600,0.115780,6.242146,3313.12
9700,0.114729,6.207519,3347.68
9800,0.112492,6.299263,3381.88
9900,0.109287,6.297847,3416.39
9999,0.111687,6.291132,3450.52
