step,train_loss,val_loss,elapsed_sec
12100,2.835140,3.289769,82.31
12200,2.817114,3.272769,82.99
12300,2.834492,3.290828,83.67
12400,2.797105,3.283311,84.36
12500,2.814214,3.281582,85.04
12600,2.815757,3.276881,85.72
12700,2.809579,3.235753,86.41
12800,2.819954,3.264446,87.09
12900,2.830796,3.289677,87.78
13000,2.820750,3.265290,88.46
13100,2.780284,3.247502,89.14
13200,2.790032,3.243571,89.82
13300,2.780811,3.233580,90.50
13400,2.805033,3.240479,91.18
13500,2.785876,3.257184,91.87
13600,2.783065,3.272133,92.55
13700,2.796832,3.225661,93.23
13800,2.777460,3.270607,93.92
13900,2.782041,3.255969,94.60
14000,2.754930,3.252792,95.28
14100,2.764905,3.259495,95.96
14200,2.792648,3.247050,96.64
14300,2.777500,3.261354,97.32
14400,2.734436,3.266257,98.00
14500,2.775775,3.262643,98.70
14600,2.749578,3.254723,99.38
14700,2.751311,3.242384,100.06
14800,2.771681,3.216459,100.74
14900,2.754483,3.258466,101.42
15000,2.764710,3.235379,102.10
15100,2.747500,3.213745,102.82
15200,2.775256,3.265588,103.51
15300,2.767273,3.234476,104.20
15400,2.739670,3.243517,104.91
15500,2.738748,3.240777,105.59
15600,2.748559,3.228333,106.26
15700,2.740673,3.236932,106.93
15800,2.725743,3.241694,107.61
15900,2.710410,3.247773,108.29
16000,2.741648,3.232288,108.98
16100,2.715788,3.216321,109.66
16200,2.718089,3.248021,110.37
16300,2.708501,3.234798,111.05
16400,2.702637,3.250278,111.73
16500,2.725711,3.229290,112.41
16600,2.717480,3.243020,113.10
16700,2.704202,3.239111,113.77
16800,2.718986,3.237708,114.45
16900,2.707423,3.202607,115.15
17000,2.695330,3.186829,115.83
17100,2.716721,3.234679,116.51
17200,2.687724,3.197454,117.19
17300,2.682305,3.265473,117.88
17400,2.711860,3.247838,118.56
17500,2.698725,3.212830,119.24
17600,2.710819,3.258456,119.92
17700,2.695258,3.256268,120.61
17800,2.685492,3.239333,121.31
17900,2.689173,3.222261,122.00
18000,2.677177,3.230178,122.68
18100,2.682568,3.267449,123.37
18200,2.676927,3.224020,124.06
18300,2.676444,3.209000,124.74
18400,2.641264,3.194734,125.43
18500,2.708010,3.229932,126.11
18600,2.667639,3.219828,126.79
18700,2.680407,3.203795,127.47
18800,2.667203,3.199460,128.16
18900,2.651268,3.219716,128.84
19000,2.650955,3.212826,129.53
19100,2.654321,3.200597,130.21
19200,2.665629,3.205760,130.89
19300,2.642045,3.237654,131.58
19400,2.629436,3.206160,132.26
19500,2.651267,3.215131,132.96
19600,2.614158,3.183656,133.65
19700,2.649425,3.212812,134.34
19800,2.652866,3.258198,135.03
19900,2.652059,3.202893,135.72
19999,2.640872,3.220986,136.40
