step,train_loss,val_loss,elapsed_sec
10800,3.156623,3.458302,73.81
10900,3.174925,3.464575,74.49
11000,3.156931,3.451166,75.17
11100,3.151782,3.443536,75.86
11200,3.121162,3.430419,76.54
11300,3.115231,3.463734,77.22
11400,3.105420,3.434810,77.90
11500,3.106636,3.405566,78.59
11600,3.120009,3.393819,79.27
11700,3.111079,3.447485,79.95
11800,3.104325,3.438220,80.63
11900,3.118317,3.410657,81.31
12000,3.115013,3.408291,82.00
12100,3.095938,3.436039,82.69
12200,3.083556,3.426052,83.37
12300,3.092469,3.423593,84.05
12400,3.049759,3.413157,84.74
12500,3.077049,3.411695,85.42
12600,3.083751,3.416914,86.11
12700,3.067947,3.376629,86.80
12800,3.076000,3.396909,87.48
12900,3.090217,3.419492,88.17
13000,3.080549,3.389639,88.85
13100,3.037532,3.377524,89.53
13200,3.044115,3.372698,90.22
13300,3.037828,3.367141,90.90
13400,3.059912,3.368375,91.59
13500,3.043559,3.374378,92.27
13600,3.035105,3.398500,92.94
13700,3.057374,3.350819,93.63
13800,3.022928,3.383006,94.31
13900,3.024513,3.371520,95.00
14000,3.012738,3.375584,95.68
14100,3.019133,3.375252,96.36
14200,3.035807,3.355774,97.05
14300,3.015686,3.368499,97.74
14400,2.980573,3.383673,98.41
14500,3.022608,3.369740,99.10
14600,2.993168,3.371385,99.78
14700,2.999648,3.357855,100.47
14800,3.019693,3.331126,101.15
14900,2.993273,3.365572,101.82
15000,3.006855,3.345829,102.51
15100,2.991879,3.316677,103.20
15200,3.022151,3.368379,103.88
15300,3.003324,3.336301,104.56
15400,2.988851,3.351117,105.25
15500,2.984288,3.343791,105.94
15600,2.990756,3.333590,106.62
15700,2.986839,3.334924,107.30
15800,2.972359,3.337178,107.98
15900,2.947415,3.339474,108.67
16000,2.978119,3.331641,109.35
16100,2.947222,3.309948,110.04
16200,2.950490,3.337964,110.72
16300,2.948151,3.324490,111.41
16400,2.933891,3.329805,112.10
16500,2.960804,3.324546,112.78
16600,2.954899,3.335162,113.46
16700,2.946965,3.335629,114.14
16800,2.961707,3.327316,114.83
16900,2.943200,3.286708,115.51
17000,2.930381,3.288951,116.20
17100,2.950684,3.318183,116.89
17200,2.921179,3.286712,117.58
17300,2.905257,3.349871,118.27
17400,2.947642,3.321135,118.95
17500,2.931687,3.305671,119.63
17600,2.947991,3.336124,120.31
17700,2.933280,3.346363,121.00
17800,2.915999,3.323341,121.69
17900,2.923064,3.303844,122.38
18000,2.908267,3.314994,123.07
18100,2.912236,3.329396,123.74
18200,2.910341,3.293666,124.42
18300,2.901479,3.284753,125.11
18400,2.872915,3.279851,125.80
18500,2.948061,3.303799,126.48
18600,2.894932,3.292942,127.16
18700,2.905004,3.282736,127.86
18800,2.892306,3.272322,128.54
18900,2.883007,3.296569,129.23
19000,2.880435,3.287058,129.92
19100,2.881421,3.277888,130.60
19200,2.892195,3.276239,131.28
19300,2.862914,3.308592,131.97
19400,2.851605,3.272563,132.66
19500,2.882151,3.276460,133.34
19600,2.840941,3.255941,134.02
19700,2.880746,3.280641,134.72
19800,2.882750,3.320190,135.40
19900,2.882489,3.274838,136.09
19999,2.866694,3.286774,136.77
