step,train_loss,val_loss,elapsed_sec
0,6.968004,6.970948,0.14
100,6.076824,6.095559,0.91
200,5.787745,5.834624,1.58
300,5.494267,5.548570,2.25
400,5.220623,5.294272,2.93
500,5.032584,5.119845,3.60
600,4.876340,4.984869,4.28
700,4.790761,4.846216,4.95
800,4.682267,4.782640,5.63
900,4.594159,4.693043,6.31
1000,4.546421,4.647189,6.99
1100,4.482461,4.571433,7.67
1200,4.416782,4.566163,8.34
1300,4.385659,4.481946,9.02
1400,4.340201,4.467455,9.71
1500,4.299918,4.411587,10.39
1600,4.251006,4.383926,11.06
1700,4.223355,4.374599,11.74
1800,4.195096,4.346438,12.42
1900,4.157565,4.308551,13.09
2000,4.144660,4.275292,13.77
2100,4.114666,4.308057,14.45
2200,4.119765,4.262890,15.13
2300,4.095566,4.263680,15.80
2400,4.079265,4.208292,16.48
2500,4.057731,4.179204,17.15
2600,4.056128,4.189305,17.83
2700,4.007029,4.183628,18.51
2800,3.987108,4.183084,19.19
2900,3.999516,4.166169,19.87
3000,3.991043,4.158653,20.56
3100,3.981592,4.128087,21.24
3200,3.955121,4.134428,21.91
3300,3.925678,4.146945,22.59
3400,3.959510,4.141698,23.27
3500,3.940812,4.116879,23.94
3600,3.919056,4.094166,24.62
3700,3.897981,4.089753,25.30
3800,3.897132,4.098343,25.98
3900,3.910155,4.054797,26.67
4000,3.866706,4.069390,27.35
4100,3.896296,4.072991,28.03
4200,3.856338,4.045144,28.70
4300,3.839945,4.031947,29.39
4400,3.837563,4.030931,30.10
4500,3.813548,4.006158,30.78
4600,3.836477,4.021844,31.46
4700,3.798749,3.978721,32.13
4800,3.800798,3.963869,32.81
4900,3.800359,3.976744,33.49
5000,3.738276,3.953336,34.18
5100,3.753669,3.946233,34.86
5200,3.717885,3.894169,35.55
5300,3.672357,3.910172,36.24
5400,3.685546,3.857892,36.93
5500,3.627029,3.875148,37.61
5600,3.613758,3.841835,38.28
5700,3.617670,3.828089,38.96
5800,3.599473,3.845428,39.64
5900,3.585027,3.780999,40.32
6000,3.594314,3.802405,41.00
6100,3.562014,3.744968,41.68
6200,3.525725,3.774074,42.37
6300,3.547670,3.743561,43.05
6400,3.518781,3.767964,43.73
6500,3.493001,3.745805,44.41
6600,3.532911,3.729731,45.10
6700,3.504981,3.719924,45.77
6800,3.453196,3.727124,46.46
6900,3.487779,3.690472,47.14
7000,3.419300,3.688210,47.82
7100,3.431531,3.710009,48.51
7200,3.420492,3.678691,49.19
7300,3.408986,3.650623,49.88
7400,3.386724,3.640405,50.56
7500,3.380950,3.655458,51.24
7600,3.396487,3.642052,51.92
7700,3.375466,3.596116,52.61
7800,3.333842,3.625276,53.32
7900,3.360670,3.602184,54.01
8000,3.347462,3.613356,54.69
8100,3.338140,3.640021,55.37
8200,3.329019,3.588805,56.05
8300,3.342872,3.564427,56.73
8400,3.305868,3.577574,57.42
8500,3.315080,3.575002,58.10
8600,3.280907,3.570360,58.78
8700,3.315896,3.566887,59.46
8800,3.294032,3.544181,60.14
8900,3.290319,3.550487,60.82
9000,3.258868,3.533588,61.51
9100,3.251734,3.527457,62.19
9200,3.239333,3.517012,62.88
9300,3.249720,3.528685,63.56
9400,3.251263,3.528678,64.24
9500,3.234864,3.507295,64.93
9600,3.237948,3.528702,65.61
9700,3.223754,3.536252,66.30
9800,3.195725,3.487696,66.98
9900,3.185123,3.495652,67.66
10000,3.207687,3.495028,68.35
10100,3.191278,3.481773,69.03
10200,3.202510,3.479242,69.71
10300,3.199218,3.471644,70.40
10400,3.178339,3.461451,71.08
10500,3.174286,3.467672,71.76
10600,3.183926,3.468164,72.44
10700,3.166344,3.484176,73.12
